hotel,lead_time,children,country,category
Resort Hotel,134,0.0,ESP,long
Resort Hotel,5,0.0,IRL,short
Resort Hotel,0,0.0,PRT,short
City Hotel,12,0.0,ESP,short
City Hotel,283,0.0,PRT,long
City Hotel,326,0.0,PRT,long
Resort Hotel,84,0.0,ITA,long
City Hotel,86,0.0,FRA,long
Resort Hotel,204,0.0,CHE,long
Resort Hotel,1,0.0,PRT,short
City Hotel,100,0.0,PRT,long
City Hotel,0,0.0,FRA,short
Resort Hotel,5,0.0,FRA,short
City Hotel,104,0.0,FRA,long
City Hotel,19,0.0,PRT,short
Resort Hotel,1,0.0,PRT,short
Resort Hotel,83,0.0,GBR,long
City Hotel,56,0.0,ESP,long
City Hotel,111,2.0,FRA,long
City Hotel,265,0.0,GBR,long
City Hotel,93,1.0,EST,long
City Hotel,53,0.0,BRA,long
City Hotel,305,0.0,PRT,long
Resort Hotel,336,0.0,GBR,long
City Hotel,188,1.0,ITA,long
Resort Hotel,0,0.0,PRT,short
City Hotel,175,0.0,NOR,long
City Hotel,52,0.0,CN,long
Resort Hotel,11,0.0,PRT,short
City Hotel,194,2.0,NLD,long
City Hotel,18,0.0,PRT,short
City Hotel,2,0.0,PRT,short
City Hotel,0,0.0,PRT,short
City Hotel,2,0.0,PRT,short
City Hotel,28,0.0,IRL,short
Resort Hotel,0,0.0,PRT,short
Resort Hotel,4,0.0,PRT,short
City Hotel,181,0.0,PRT,long
City Hotel,1,0.0,CHN,short
City Hotel,12,0.0,BIH,short
City Hotel,125,0.0,FRA,long
Resort Hotel,312,0.0,DEU,long
City Hotel,42,0.0,BEL,short
City Hotel,75,0.0,ESP,long
City Hotel,334,0.0,PRT,long
City Hotel,188,0.0,PRT,long
City Hotel,108,0.0,PRT,long
City Hotel,42,0.0,CHN,short
Resort Hotel,18,0.0,DEU,short
City Hotel,205,0.0,PRT,long
Resort Hotel,7,0.0,ESP,short
City Hotel,274,2.0,BEL,long
City Hotel,67,0.0,ESP,long
Resort Hotel,138,0.0,PRT,long
Resort Hotel,155,0.0,NOR,long
City Hotel,4,0.0,PRT,short
City Hotel,58,1.0,IRL,long
City Hotel,317,0.0,PRT,long
Resort Hotel,94,0.0,GBR,long
City Hotel,19,0.0,PRT,short
City Hotel,211,0.0,PRT,long
City Hotel,215,0.0,PRT,long
City Hotel,40,2.0,FRA,short
City Hotel,29,0.0,POL,short
Resort Hotel,31,0.0,DEU,short
City Hotel,115,0.0,PRT,long
City Hotel,22,0.0,PRT,short
Resort Hotel,82,0.0,PRT,long
City Hotel,57,1.0,ITA,long
City Hotel,91,1.0,PRT,long
Resort Hotel,170,2.0,PRT,long
City Hotel,241,0.0,USA,long
Resort Hotel,307,0.0,GBR,long
City Hotel,89,0.0,PRT,long
Resort Hotel,24,0.0,GBR,short
City Hotel,177,0.0,PRT,long
City Hotel,11,0.0,ITA,short
Resort Hotel,81,0.0,GBR,long
Resort Hotel,46,0.0,PRT,short
City Hotel,1,0.0,PRT,short
City Hotel,181,0.0,PRT,long
Resort Hotel,7,1.0,ESP,short
City Hotel,43,0.0,BEL,short
City Hotel,229,0.0,GBR,long
Resort Hotel,7,0.0,PRT,short
City Hotel,199,0.0,PRT,long
City Hotel,188,0.0,PRT,long
City Hotel,26,0.0,ESP,short
City Hotel,90,0.0,FRA,long
City Hotel,186,0.0,PRT,long
Resort Hotel,56,0.0,DEU,long
Resort Hotel,20,1.0,BRA,short
City Hotel,262,0.0,PRT,long
Resort Hotel,14,0.0,FIN,short
City Hotel,443,0.0,PRT,long
City Hotel,97,0.0,PRT,long
City Hotel,250,0.0,PRT,long
City Hotel,72,1.0,FRA,long
Resort Hotel,112,0.0,PRT,long
City Hotel,312,0.0,PRT,long
City Hotel,39,0.0,DEU,short
City Hotel,302,0.0,PRT,long
City Hotel,346,0.0,PRT,long
City Hotel,9,0.0,JPN,short
City Hotel,124,0.0,FIN,long
Resort Hotel,54,0.0,ESP,long
City Hotel,161,0.0,PRT,long
City Hotel,3,0.0,PRT,short
City Hotel,69,0.0,PRT,long
City Hotel,420,0.0,PRT,long
City Hotel,327,0.0,PRT,long
City Hotel,7,0.0,ISR,short
City Hotel,122,0.0,PRT,long
City Hotel,3,0.0,PRT,short
City Hotel,178,0.0,ITA,long
City Hotel,83,0.0,PRT,long
City Hotel,279,0.0,PRT,long
Resort Hotel,162,0.0,GBR,long
Resort Hotel,16,0.0,GBR,short
Resort Hotel,108,0.0,PRT,long
City Hotel,13,0.0,USA,short
Resort Hotel,130,0.0,IRL,long
City Hotel,178,1.0,ITA,long
Resort Hotel,217,0.0,CN,long
Resort Hotel,73,0.0,GBR,long
Resort Hotel,4,0.0,FRA,short
Resort Hotel,126,0.0,PRT,long
City Hotel,7,0.0,NLD,short
City Hotel,230,0.0,BEL,long
Resort Hotel,72,0.0,PRT,long
City Hotel,226,0.0,PRT,long
Resort Hotel,63,0.0,GBR,long
City Hotel,127,0.0,USA,long
City Hotel,87,0.0,PRT,long
City Hotel,19,0.0,DEU,short
City Hotel,21,0.0,FRA,short
Resort Hotel,39,0.0,DEU,short
City Hotel,3,0.0,PRT,short
City Hotel,6,0.0,ITA,short
City Hotel,169,1.0,FRA,long
Resort Hotel,95,1.0,PRT,long
City Hotel,27,0.0,JPN,short
Resort Hotel,155,0.0,PRT,long
City Hotel,14,0.0,ITA,short
Resort Hotel,0,0.0,PRT,short
Resort Hotel,277,0.0,GBR,long
City Hotel,6,0.0,PRT,short
City Hotel,46,0.0,IRL,short
Resort Hotel,77,0.0,PRT,long
Resort Hotel,315,0.0,GBR,long
City Hotel,263,0.0,PRT,long
City Hotel,112,0.0,DEU,long
City Hotel,3,0.0,USA,short
Resort Hotel,222,0.0,GBR,long
City Hotel,128,0.0,GBR,long
City Hotel,40,0.0,FRA,short
Resort Hotel,34,0.0,GBR,short
City Hotel,8,0.0,GBR,short
City Hotel,196,0.0,ESP,long
Resort Hotel,3,0.0,PRT,short
Resort Hotel,274,1.0,PRT,long
Resort Hotel,6,0.0,,short
City Hotel,5,0.0,FRA,short
Resort Hotel,0,0.0,DEU,short
City Hotel,219,0.0,GBR,long
City Hotel,115,0.0,DEU,long
City Hotel,115,0.0,PRT,long
Resort Hotel,77,0.0,POL,long
City Hotel,302,0.0,PRT,long
Resort Hotel,1,0.0,PRT,short
Resort Hotel,129,0.0,PRT,long
City Hotel,0,0.0,USA,short
City Hotel,9,1.0,GBR,short
City Hotel,28,0.0,NLD,short
City Hotel,10,0.0,PRT,short
Resort Hotel,295,0.0,DEU,long
City Hotel,127,0.0,PRT,long
Resort Hotel,22,0.0,PRT,short
City Hotel,97,0.0,PRT,long
City Hotel,59,0.0,FRA,long
Resort Hotel,21,0.0,PRT,short
City Hotel,95,0.0,GBR,long
City Hotel,153,0.0,FRA,long
City Hotel,88,0.0,ROU,long
City Hotel,3,0.0,PRT,short
City Hotel,31,0.0,MAR,short
Resort Hotel,231,0.0,PRT,long
City Hotel,97,0.0,BEL,long
City Hotel,6,1.0,FRA,short
City Hotel,34,0.0,PRT,short
City Hotel,1,0.0,BRA,short
City Hotel,13,0.0,ESP,short
City Hotel,14,1.0,PRT,short
City Hotel,4,0.0,FRA,short
City Hotel,157,0.0,BEL,long
City Hotel,212,0.0,PRT,long
City Hotel,163,0.0,PRT,long
City Hotel,116,0.0,KOR,long
Resort Hotel,106,2.0,ARG,long
Resort Hotel,72,0.0,PRT,long
Resort Hotel,30,0.0,GBR,short
Resort Hotel,222,0.0,GBR,long
City Hotel,263,0.0,PRT,long
City Hotel,9,0.0,FIN,short
City Hotel,317,0.0,PRT,long
Resort Hotel,129,0.0,BEL,long
City Hotel,240,0.0,ITA,long
City Hotel,87,0.0,GBR,long
City Hotel,23,1.0,PRT,short
Resort Hotel,0,0.0,ESP,short
Resort Hotel,132,2.0,PRT,long
City Hotel,479,0.0,PRT,long
City Hotel,405,0.0,DEU,long
Resort Hotel,29,0.0,ESP,short
City Hotel,188,0.0,PRT,long
Resort Hotel,109,0.0,PRT,long
City Hotel,184,0.0,PRT,long
City Hotel,214,0.0,CHE,long
City Hotel,39,0.0,PRT,short
City Hotel,28,0.0,CN,short
Resort Hotel,283,0.0,GBR,long
City Hotel,57,0.0,BEL,long
Resort Hotel,1,0.0,PRT,short
City Hotel,107,0.0,IRL,long
City Hotel,74,0.0,ITA,long
City Hotel,133,0.0,ISL,long
City Hotel,0,0.0,AGO,short
City Hotel,277,0.0,PRT,long
City Hotel,2,1.0,PRT,short
Resort Hotel,2,0.0,PRT,short
Resort Hotel,152,0.0,GBR,long
City Hotel,44,0.0,PRT,short
Resort Hotel,178,0.0,PRT,long
City Hotel,71,0.0,PRT,long
City Hotel,13,0.0,HRV,short
City Hotel,1,0.0,PRT,short
Resort Hotel,1,0.0,PRT,short
City Hotel,130,0.0,NLD,long
City Hotel,265,0.0,PRT,long
City Hotel,10,0.0,ITA,short
Resort Hotel,101,0.0,PRT,long
City Hotel,97,0.0,PRT,long
City Hotel,48,0.0,ESP,short
Resort Hotel,69,0.0,ESP,long
City Hotel,184,0.0,FRA,long
City Hotel,67,1.0,PRT,long
Resort Hotel,38,0.0,PRT,short
Resort Hotel,107,0.0,PRT,long
City Hotel,19,0.0,GBR,short
City Hotel,78,0.0,GBR,long
City Hotel,221,0.0,PRT,long
Resort Hotel,145,0.0,GBR,long
Resort Hotel,35,0.0,FIN,short
City Hotel,0,0.0,ESP,short
Resort Hotel,8,0.0,GBR,short
Resort Hotel,0,0.0,USA,short
City Hotel,186,0.0,PRT,long
City Hotel,36,0.0,CHN,short
City Hotel,184,0.0,DEU,long
City Hotel,78,0.0,PRT,long
City Hotel,256,0.0,DEU,long
City Hotel,221,0.0,PRT,long
City Hotel,3,0.0,DEU,short
City Hotel,85,0.0,SWE,long
City Hotel,20,1.0,ESP,short
City Hotel,33,0.0,DEU,short
City Hotel,31,0.0,DEU,short
City Hotel,162,0.0,FRA,long
Resort Hotel,45,0.0,CIV,short
Resort Hotel,7,0.0,,short
Resort Hotel,131,0.0,GBR,long
Resort Hotel,0,0.0,FRA,short
Resort Hotel,82,0.0,PRT,long
Resort Hotel,137,0.0,FRA,long
Resort Hotel,98,0.0,PRT,long
City Hotel,101,0.0,PRT,long
Resort Hotel,38,0.0,PRT,short
City Hotel,48,0.0,ESP,short
Resort Hotel,70,0.0,ESP,long
Resort Hotel,107,0.0,PRT,long
Resort Hotel,171,0.0,PRT,long
City Hotel,10,0.0,BRA,short
City Hotel,20,0.0,PRT,short
City Hotel,69,0.0,FRA,long
Resort Hotel,8,0.0,PRT,short
City Hotel,82,0.0,NLD,long
City Hotel,80,1.0,DEU,long
City Hotel,5,0.0,PRT,short
City Hotel,50,0.0,GBR,short
City Hotel,173,0.0,PRT,long
City Hotel,39,0.0,DEU,short
Resort Hotel,146,0.0,USA,long
City Hotel,1,0.0,PRT,short
Resort Hotel,45,0.0,PRT,short
City Hotel,2,0.0,AGO,short
City Hotel,158,0.0,AUT,long
Resort Hotel,33,0.0,ESP,short
Resort Hotel,25,0.0,PRT,short
Resort Hotel,9,0.0,PRT,short
City Hotel,241,0.0,DEU,long
City Hotel,71,1.0,PRT,long
Resort Hotel,100,0.0,GBR,long
Resort Hotel,50,0.0,PRT,short
City Hotel,68,0.0,PRT,long
City Hotel,0,0.0,PRT,short
City Hotel,265,0.0,PRT,long
Resort Hotel,160,0.0,DEU,long
City Hotel,133,0.0,ISL,long
Resort Hotel,9,0.0,PRT,short
Resort Hotel,28,0.0,FRA,short
City Hotel,48,0.0,NLD,short
City Hotel,12,0.0,PRT,short
City Hotel,45,0.0,PRT,short
City Hotel,4,0.0,PRT,short
City Hotel,0,0.0,PRT,short
Resort Hotel,130,0.0,GBR,long
City Hotel,216,0.0,PRT,long
Resort Hotel,210,0.0,PRT,long
City Hotel,0,0.0,PRT,short
City Hotel,78,0.0,NLD,long
City Hotel,20,0.0,PRT,short
City Hotel,142,0.0,GBR,long
City Hotel,342,0.0,PRT,long
Resort Hotel,0,0.0,USA,short
City Hotel,1,0.0,PRT,short
City Hotel,40,0.0,PRT,short
City Hotel,160,0.0,ISR,long
Resort Hotel,179,0.0,PRT,long
City Hotel,128,0.0,GBR,long
City Hotel,167,0.0,RUS,long
City Hotel,3,0.0,FRA,short
City Hotel,1,0.0,AUS,short
City Hotel,10,0.0,PRT,short
Resort Hotel,118,0.0,PRT,long
Resort Hotel,209,1.0,PRT,long
Resort Hotel,4,2.0,PRT,short
Resort Hotel,6,0.0,PRT,short
City Hotel,7,0.0,ESP,short
Resort Hotel,168,0.0,CHE,long
Resort Hotel,19,0.0,PRT,short
City Hotel,89,0.0,PRT,long
Resort Hotel,30,0.0,PRT,short
Resort Hotel,3,0.0,ZAF,short
City Hotel,18,0.0,DEU,short
Resort Hotel,195,0.0,GBR,long
City Hotel,99,0.0,PRT,long
City Hotel,7,0.0,NLD,short
Resort Hotel,1,0.0,PRT,short
City Hotel,70,0.0,ESP,long
City Hotel,56,0.0,FRA,long
City Hotel,37,0.0,PRT,short
City Hotel,17,0.0,FRA,short
City Hotel,52,0.0,CZE,long
City Hotel,38,0.0,PRT,short
City Hotel,86,0.0,FRA,long
City Hotel,4,0.0,FRA,short
City Hotel,2,0.0,PRT,short
Resort Hotel,221,0.0,PRT,long
City Hotel,265,0.0,PRT,long
City Hotel,56,0.0,PRT,long
Resort Hotel,7,0.0,ESP,short
City Hotel,444,0.0,PRT,long
Resort Hotel,53,0.0,PRT,long
City Hotel,110,1.0,FRA,long
Resort Hotel,105,0.0,ESP,long
City Hotel,50,0.0,GBR,short
City Hotel,56,0.0,PRT,long
City Hotel,315,0.0,FRA,long
City Hotel,59,0.0,BRA,long
Resort Hotel,1,0.0,PRT,short
City Hotel,3,0.0,ESP,short
City Hotel,0,0.0,PRT,short
Resort Hotel,125,0.0,PRT,long
City Hotel,94,0.0,FRA,long
City Hotel,274,0.0,ARG,long
City Hotel,153,2.0,FRA,long
Resort Hotel,186,0.0,GBR,long
Resort Hotel,231,0.0,PRT,long
City Hotel,346,0.0,PRT,long
City Hotel,131,1.0,BGR,long
City Hotel,318,0.0,PRT,long
Resort Hotel,104,0.0,NLD,long
Resort Hotel,50,0.0,FRA,short
City Hotel,17,0.0,CHN,short
City Hotel,93,0.0,BEL,long
City Hotel,0,0.0,PRT,short
Resort Hotel,26,0.0,GBR,short
Resort Hotel,0,0.0,FRA,short
City Hotel,157,0.0,FRA,long
City Hotel,330,0.0,PRT,long
City Hotel,42,0.0,GBR,short
City Hotel,124,0.0,BEL,long
City Hotel,288,0.0,FRA,long
City Hotel,94,0.0,IRL,long
City Hotel,63,0.0,PRT,long
City Hotel,143,0.0,CZE,long
City Hotel,52,0.0,ESP,long
City Hotel,171,0.0,FRA,long
Resort Hotel,14,0.0,SVN,short
City Hotel,140,0.0,PRT,long
City Hotel,129,0.0,PRT,long
Resort Hotel,258,0.0,FRA,long
City Hotel,160,0.0,DNK,long
Resort Hotel,24,0.0,PRT,short
City Hotel,48,2.0,SWE,short
Resort Hotel,243,0.0,POL,long
Resort Hotel,2,2.0,PRT,short
City Hotel,78,0.0,DEU,long
Resort Hotel,20,0.0,PRT,short
Resort Hotel,234,0.0,PRT,long
City Hotel,173,1.0,FRA,long
Resort Hotel,168,0.0,PRT,long
City Hotel,17,0.0,DEU,short
Resort Hotel,220,0.0,POL,long
Resort Hotel,1,0.0,GBR,short
Resort Hotel,154,0.0,GBR,long
Resort Hotel,286,0.0,GBR,long
City Hotel,39,0.0,FRA,short
Resort Hotel,178,0.0,ROU,long
City Hotel,79,0.0,FRA,long
Resort Hotel,178,0.0,PRT,long
Resort Hotel,41,0.0,PRT,short
City Hotel,24,0.0,POL,short
City Hotel,77,0.0,PRT,long
City Hotel,36,0.0,PRT,short
City Hotel,44,0.0,FRA,short
City Hotel,12,0.0,IRL,short
City Hotel,128,1.0,NOR,long
City Hotel,110,0.0,ITA,long
City Hotel,46,0.0,GBR,short
Resort Hotel,36,0.0,IRL,short
City Hotel,276,0.0,PRT,long
Resort Hotel,0,0.0,USA,short
City Hotel,78,0.0,ITA,long
City Hotel,323,0.0,PRT,long
City Hotel,173,1.0,IRL,long
City Hotel,131,2.0,ITA,long
City Hotel,205,0.0,GBR,long
Resort Hotel,32,0.0,PRT,short
Resort Hotel,65,0.0,IRL,long
City Hotel,50,0.0,CN,short
City Hotel,61,0.0,FRA,long
City Hotel,188,0.0,PRT,long
City Hotel,93,0.0,ESP,long
Resort Hotel,0,0.0,PRT,short
City Hotel,93,0.0,DEU,long
City Hotel,99,0.0,CHE,long
Resort Hotel,82,1.0,PRT,long
Resort Hotel,101,0.0,BEL,long
City Hotel,58,0.0,PRT,long
City Hotel,31,0.0,BRA,short
City Hotel,405,0.0,PRT,long
Resort Hotel,165,0.0,CN,long
Resort Hotel,0,0.0,PRT,short
Resort Hotel,27,0.0,ESP,short
Resort Hotel,22,1.0,ESP,short
City Hotel,34,0.0,GBR,short
Resort Hotel,100,0.0,FRA,long
City Hotel,7,0.0,FRA,short
City Hotel,405,0.0,DEU,long
Resort Hotel,0,0.0,PRT,short
City Hotel,134,0.0,PRT,long
Resort Hotel,346,0.0,PRT,long
Resort Hotel,177,0.0,IRL,long
Resort Hotel,271,0.0,PRT,long
City Hotel,155,0.0,PRT,long
City Hotel,175,0.0,ITA,long
City Hotel,275,0.0,PRT,long
City Hotel,5,0.0,FRA,short
Resort Hotel,59,2.0,PRT,long
City Hotel,26,0.0,AUS,short
City Hotel,1,0.0,CHE,short
City Hotel,286,0.0,PRT,long
City Hotel,102,0.0,PRT,long
Resort Hotel,16,2.0,PRT,short
City Hotel,90,0.0,USA,long
Resort Hotel,7,0.0,PRT,short
Resort Hotel,237,0.0,GBR,long
City Hotel,43,0.0,FRA,short
Resort Hotel,1,2.0,RUS,short
Resort Hotel,22,0.0,PRT,short
City Hotel,175,0.0,NLD,long
City Hotel,219,0.0,ITA,long
City Hotel,120,0.0,USA,long
City Hotel,301,0.0,DEU,long
City Hotel,98,1.0,RUS,long
Resort Hotel,3,0.0,PRT,short
Resort Hotel,99,0.0,NLD,long
City Hotel,1,0.0,ITA,short
City Hotel,29,0.0,GBR,short
Resort Hotel,1,0.0,PRT,short
City Hotel,109,0.0,CN,long
City Hotel,90,0.0,PRT,long
Resort Hotel,17,0.0,ESP,short
City Hotel,46,0.0,NLD,short
City Hotel,1,0.0,PRT,short
City Hotel,12,0.0,BEL,short
City Hotel,147,0.0,PRT,long
City Hotel,283,0.0,PRT,long
City Hotel,140,0.0,ESP,long
City Hotel,43,0.0,PRT,short
City Hotel,219,0.0,ITA,long
City Hotel,464,0.0,PRT,long
City Hotel,1,0.0,PRT,short
City Hotel,75,1.0,POL,long
Resort Hotel,143,0.0,GBR,long
Resort Hotel,48,0.0,PRT,short
City Hotel,41,0.0,GBR,short
City Hotel,208,0.0,FRA,long
City Hotel,210,0.0,PRT,long
Resort Hotel,0,0.0,ESP,short
Resort Hotel,191,0.0,PRT,long
City Hotel,36,0.0,DEU,short
Resort Hotel,90,0.0,ESP,long
City Hotel,110,0.0,NOR,long
Resort Hotel,59,1.0,PRT,long
City Hotel,14,0.0,IRL,short
Resort Hotel,1,0.0,PRT,short
Resort Hotel,13,0.0,PRT,short
City Hotel,247,0.0,DEU,long
Resort Hotel,0,0.0,PRT,short
Resort Hotel,25,0.0,USA,short
City Hotel,69,0.0,PRT,long
City Hotel,27,0.0,PRT,short
City Hotel,223,0.0,PRT,long
Resort Hotel,225,0.0,DEU,long
City Hotel,296,0.0,ITA,long
City Hotel,93,0.0,GBR,long
Resort Hotel,13,0.0,PRT,short
Resort Hotel,77,1.0,PRT,long
Resort Hotel,356,0.0,GBR,long
City Hotel,32,0.0,PRT,short
Resort Hotel,35,0.0,FRA,short
Resort Hotel,60,0.0,GBR,long
City Hotel,38,0.0,ESP,short
City Hotel,53,0.0,GBR,long
Resort Hotel,3,0.0,PRT,short
City Hotel,102,0.0,FRA,long
Resort Hotel,142,0.0,GBR,long
Resort Hotel,57,0.0,PRT,long
Resort Hotel,204,0.0,LVA,long
City Hotel,47,0.0,FRA,short
Resort Hotel,214,0.0,IRL,long
City Hotel,42,0.0,DEU,short
City Hotel,74,0.0,PRT,long
Resort Hotel,29,0.0,FRA,short
City Hotel,475,0.0,PRT,long
Resort Hotel,85,0.0,PRT,long
Resort Hotel,0,0.0,PRT,short
Resort Hotel,28,0.0,PRT,short
City Hotel,256,0.0,DEU,long
Resort Hotel,23,0.0,PRT,short
Resort Hotel,7,0.0,COL,short
City Hotel,12,0.0,FRA,short
Resort Hotel,82,0.0,FRA,long
City Hotel,11,0.0,PRT,short
City Hotel,2,0.0,ESP,short
City Hotel,73,0.0,DEU,long
Resort Hotel,43,0.0,CN,short
City Hotel,302,0.0,PRT,long
Resort Hotel,185,0.0,GBR,long
City Hotel,12,1.0,PRT,short
City Hotel,40,0.0,DEU,short
Resort Hotel,154,0.0,GBR,long
City Hotel,34,0.0,PRT,short
City Hotel,3,0.0,ZAF,short
City Hotel,7,0.0,DEU,short
Resort Hotel,166,0.0,GBR,long
City Hotel,21,0.0,POL,short
Resort Hotel,10,1.0,PRT,short
City Hotel,89,0.0,PRT,long
City Hotel,0,0.0,PRT,short
City Hotel,14,0.0,PRT,short
City Hotel,12,0.0,ESP,short
City Hotel,193,0.0,FRA,long
City Hotel,89,0.0,PRT,long
City Hotel,22,0.0,PRT,short
Resort Hotel,22,0.0,PRT,short
City Hotel,101,0.0,CHE,long
City Hotel,162,0.0,FRA,long
Resort Hotel,22,0.0,PRT,short
Resort Hotel,4,0.0,PRT,short
City Hotel,101,0.0,DEU,long
Resort Hotel,22,0.0,CN,short
Resort Hotel,183,0.0,PRT,long
City Hotel,75,0.0,USA,long
Resort Hotel,4,0.0,BRA,short
City Hotel,16,0.0,ESP,short
City Hotel,127,1.0,PRT,long
Resort Hotel,3,0.0,PRT,short
City Hotel,90,0.0,FRA,long
Resort Hotel,51,0.0,GBR,long
Resort Hotel,137,0.0,NLD,long
Resort Hotel,43,0.0,PRT,short
City Hotel,61,0.0,NOR,long
City Hotel,313,0.0,PRT,long
City Hotel,0,0.0,PRT,short
Resort Hotel,24,0.0,ESP,short
Resort Hotel,52,2.0,PRT,long
Resort Hotel,181,0.0,PRT,long
City Hotel,122,0.0,NLD,long
Resort Hotel,82,0.0,PRT,long
Resort Hotel,280,0.0,DEU,long
City Hotel,28,0.0,PRT,short
City Hotel,475,0.0,PRT,long
Resort Hotel,9,0.0,GBR,short
City Hotel,146,0.0,DEU,long
Resort Hotel,275,0.0,PRT,long
Resort Hotel,0,0.0,DEU,short
Resort Hotel,6,0.0,PRT,short
Resort Hotel,29,0.0,PRT,short
City Hotel,121,0.0,IRL,long
City Hotel,300,0.0,PRT,long
City Hotel,5,0.0,PRT,short
Resort Hotel,75,0.0,ESP,long
Resort Hotel,18,0.0,ITA,short
City Hotel,32,0.0,RUS,short
Resort Hotel,16,0.0,FRA,short
City Hotel,0,0.0,PRT,short
City Hotel,114,0.0,ITA,long
Resort Hotel,117,0.0,GBR,long
City Hotel,61,0.0,USA,long
City Hotel,11,0.0,PRT,short
City Hotel,37,0.0,GBR,short
City Hotel,44,0.0,GBR,short
Resort Hotel,0,0.0,CN,short
City Hotel,316,0.0,PRT,long
City Hotel,38,0.0,USA,short
Resort Hotel,14,0.0,AUS,short
City Hotel,16,0.0,CN,short
Resort Hotel,34,0.0,PRT,short
City Hotel,295,0.0,PRT,long
City Hotel,240,0.0,ITA,long
City Hotel,65,0.0,POL,long
City Hotel,256,0.0,DEU,long
City Hotel,101,0.0,PRT,long
City Hotel,265,0.0,DNK,long
Resort Hotel,112,0.0,IRL,long
City Hotel,29,0.0,POL,short
Resort Hotel,79,0.0,IRL,long
Resort Hotel,44,0.0,GBR,short
City Hotel,282,0.0,FRA,long
Resort Hotel,41,2.0,ESP,short
Resort Hotel,42,0.0,PRT,short
Resort Hotel,4,0.0,PRT,short
City Hotel,0,0.0,ESP,short
City Hotel,110,0.0,ITA,long
City Hotel,98,0.0,FRA,long
Resort Hotel,32,0.0,GBR,short
City Hotel,108,0.0,PRT,long
Resort Hotel,0,0.0,FRA,short
City Hotel,30,0.0,ITA,short
City Hotel,112,0.0,PRT,long
City Hotel,26,0.0,PRT,short
City Hotel,198,0.0,GBR,long
City Hotel,313,0.0,PRT,long
City Hotel,61,0.0,PRT,long
City Hotel,170,0.0,FRA,long
Resort Hotel,13,0.0,PRT,short
Resort Hotel,90,0.0,ESP,long
Resort Hotel,75,0.0,GBR,long
City Hotel,274,1.0,DEU,long
City Hotel,172,0.0,CHE,long
City Hotel,21,0.0,CN,short
City Hotel,279,0.0,PRT,long
City Hotel,247,0.0,DEU,long
City Hotel,76,0.0,KWT,long
City Hotel,0,0.0,BEL,short
City Hotel,1,0.0,ARG,short
Resort Hotel,230,0.0,PRT,long
City Hotel,110,0.0,USA,long
City Hotel,4,0.0,NLD,short
City Hotel,87,0.0,ESP,long
City Hotel,22,0.0,CHN,short
City Hotel,149,0.0,DEU,long
Resort Hotel,183,0.0,ESP,long
City Hotel,27,0.0,FRA,short
Resort Hotel,143,0.0,PRT,long
Resort Hotel,139,0.0,PRT,long
City Hotel,0,0.0,AUS,short
Resort Hotel,7,0.0,PRT,short
City Hotel,101,0.0,PRT,long
Resort Hotel,101,0.0,IRL,long
Resort Hotel,74,2.0,PRT,long
Resort Hotel,13,0.0,PRT,short
Resort Hotel,259,0.0,GBR,long
City Hotel,2,0.0,FRA,short
City Hotel,3,1.0,PRT,short
City Hotel,125,0.0,NLD,long
City Hotel,66,0.0,FRA,long
City Hotel,59,0.0,PRT,long
City Hotel,296,1.0,DOM,long
City Hotel,32,0.0,PRT,short
Resort Hotel,173,0.0,GBR,long
City Hotel,315,0.0,ITA,long
City Hotel,12,0.0,RUS,short
City Hotel,256,0.0,CHE,long
City Hotel,26,0.0,CHL,short
City Hotel,75,0.0,FRA,long
Resort Hotel,46,0.0,GBR,short
City Hotel,100,0.0,DEU,long
City Hotel,53,0.0,USA,long
Resort Hotel,23,0.0,PRT,short
City Hotel,64,0.0,DEU,long
Resort Hotel,70,0.0,ESP,long
City Hotel,168,0.0,PRT,long
Resort Hotel,33,0.0,PRT,short
City Hotel,296,0.0,ITA,long
City Hotel,9,0.0,FRA,short
City Hotel,10,0.0,ITA,short
Resort Hotel,194,0.0,PRT,long
City Hotel,37,1.0,PRT,short
City Hotel,86,0.0,PRT,long
Resort Hotel,5,0.0,ESP,short
Resort Hotel,17,0.0,PRT,short
Resort Hotel,92,0.0,PRT,long
City Hotel,11,0.0,FRA,short
City Hotel,304,0.0,PRT,long
City Hotel,301,0.0,DEU,long
Resort Hotel,21,0.0,GBR,short
City Hotel,25,0.0,PRT,short
City Hotel,97,0.0,PRT,long
City Hotel,166,0.0,PRT,long
City Hotel,149,0.0,SWE,long
City Hotel,16,0.0,FRA,short
City Hotel,98,0.0,FRA,long
City Hotel,35,0.0,BEL,short
Resort Hotel,80,0.0,GBR,long
Resort Hotel,51,0.0,PRT,long
City Hotel,30,0.0,PRT,short
City Hotel,27,0.0,PRT,short
City Hotel,60,0.0,IRL,long
City Hotel,14,0.0,PRT,short
City Hotel,91,0.0,GBR,long
Resort Hotel,40,0.0,PRT,short
City Hotel,16,0.0,FRA,short
Resort Hotel,327,0.0,IRL,long
Resort Hotel,0,0.0,GBR,short
City Hotel,320,0.0,DEU,long
City Hotel,166,0.0,PRT,long
City Hotel,39,0.0,DEU,short
City Hotel,40,0.0,ROU,short
City Hotel,47,0.0,PRT,short
City Hotel,1,0.0,PRT,short
City Hotel,47,0.0,BEL,short
City Hotel,54,1.0,GBR,long
Resort Hotel,74,0.0,PRT,long
Resort Hotel,263,0.0,GBR,long
